primerid	Pr(>Chisq)	coef	FDR	gene_name	signif	diff_exp	prop_exp_X	prop_exp_Y	prop_exp_raw_X	prop_exp_raw_Y
THOC2	4.840486775300015e-09	0.363420373588284	1.9965734135803278e-06	THOC2	THOC2	X	0.2407814693451165	-0.1308669084036761	0.040229885057471264	0.012987012987012988
LOC114674885	5.192990789902877e-09	0.0303276959251839	2.105041490713906e-06	LOC114674885		No-significant				
LOC106995259	6.9034797192960555e-09	0.0268326561818911	2.7509781640740603e-06	LOC106995259		No-significant				
SYP	7.856860347201532e-09	0.0048062662563554	3.078710727050921e-06	SYP		No-significant				
MAP7D2	9.241326973545814e-09	0.0972334038323949	3.5618498110661582e-06	MAP7D2		No-significant				
HUWE1	1.2292464982627124e-08	0.1198521850453482	4.661421680750746e-06	HUWE1	HUWE1	No-significant	0.173357616904743	-0.11524783884399821	0.034482758620689655	0.025806451612903226
AFF2	1.720767236364091e-08	0.0243910476448659	6.421739443516849e-06	AFF2		No-significant				
HDX	2.6540665056463062e-08	0.1895683330995387	9.74996212722661e-06	HDX	HDX	X	0.7150934662924228	0.1239604828454954	0.022988505747126436	0.006493506493506494
WAS	2.8759604157413993e-08	0.0024023059257254	1.0402570051460928e-05	WAS		No-significant				
TNP1	3.1189249092493303e-08	-0.0016683707399736	1.1074515841025391e-05	TNP1		No-significant				
LOC106995399	3.1559379071443216e-08	-0.2255334989335392	1.1074515841025391e-05	LOC106995399	LOC106995399	Y	0.012714505748254024	0.37295389538827944	0.0	0.012903225806451613
LOC106995240	3.387944876795264e-08	0.4268082001180348	1.1713819411519626e-05	LOC106995240	LOC106995240	X	0.789225788395508	-0.02236767159839364	0.022857142857142857	0.006493506493506494
KDM5D	3.580634827168977e-08	-0.0184818914310981	1.2200623974140554e-05	KDM5D		No-significant				
NLGN4Y	5.2670582267654114e-08	-0.0570705987034114	1.769054370992594e-05	NLGN4Y		No-significant				
LAS1L	6.30211601512371e-08	0.1276573920732339	2.086888022979909e-05	LAS1L	LAS1L	No-significant	0.34382560263592526	-0.008987498714787672	0.005747126436781609	0.006493506493506494
PCYT1B	7.460692552162587e-08	0.0672337688953645	2.436226980470758e-05	PCYT1B		No-significant				
RBMX	8.824448260923589e-08	0.1739530741068701	2.8420767542818425e-05	RBMX	RBMX	X	0.05650126442933328	-0.0713048554551068	0.011494252873563218	0.006493506493506494
NUP62CL	1.15276620715411e-07	0.3713028962806197	3.662525175189226e-05	NUP62CL	NUP62CL	X	0.26579289144598406	-0.04831743955976788	0.017142857142857144	0.006493506493506494
RIBC1	1.4379602314277717e-07	0.0363052183386535	4.507717733479779e-05	RIBC1		No-significant				
LOC114676245	1.8347452314663277e-07	-0.2290045099484681	5.675880939079582e-05	LOC114676245	LOC114676245	No-significant	-0.029917392822437095	0.2157124893103528	0.0	0.0
amplicon-chrX-LOC106992299	2.3040587497493945e-07	0.3499748354646154	7.03515912537117e-05	mc/ampl_LOC106992299	mc/ampl_LOC106992299	X	0.7448012367587235	0.06677079030954612	0.028735632183908046	0.006493506493506494
TKTL1	2.4056172083165906e-07	0.0253585745913129	7.251085408298893e-05	TKTL1		No-significant				
LOC106992273	2.490348452142084e-07	-0.0583122422982625	7.411466133963609e-05	LOC106992273		No-significant				
LOC100428657	3.712614982822969e-07	7.475381007687395e-08	0.0001091091135764	LOC100428657		No-significant				
amplicon-chrX-HSFX3	3.776772804662593e-07	0.0340373271661348	0.0001096243276671	mc/ampl_HSFX3		No-significant				
LOC100429765	4.475973388538608e-07	-1.1788496549545133e-07	0.000128334890656	LOC100429765		No-significant				
LOC114674897	4.708922359666214e-07	0.0004732653215259	0.000133387317588	LOC114674897		No-significant				
EIF1AX	6.07364402045228e-07	0.0686989225299269	0.0001699969578153	EIF1AX		No-significant				
TBL1Y	8.944677806695047e-07	-0.0837265150541885	0.0002474097881331	TBL1Y		No-significant				
amplicon-chrX-CT83	9.201642738025504e-07	0.0507663525290538	0.0002515579330392	mc/ampl_CT83		No-significant				
TGIF2LX	1.138015337666984e-06	0.2500855105827376	0.0003075388345274	TGIF2LX	TGIF2LX	X	0.5352373550083169	0.08369592949656735	0.005747126436781609	0.0
CCDC160	1.4173233483641614e-06	0.0082556977817433	0.0003786669232203	CCDC160		No-significant				
ZC3H12B	1.5733342546943675e-06	0.2635348721463824	0.0004156254119339	ZC3H12B	ZC3H12B	X	0.5575355519871182	-0.07132628317177969	0.08620689655172414	0.03225806451612903
LOC106995380	1.6090709159861173e-06	-0.043395672377142	0.0004202527768724	LOC106995380		No-significant				
CUL4B	1.6266004293901122e-06	0.0135349825580358	0.0004202527768724	CUL4B		No-significant				
LOC114676365	2.2131653773822278e-06	-0.048540378794491	0.0005655840346481	LOC114676365		No-significant				
PPP4R3C	2.889856136838768e-06	0.3867965407628383	0.0007305742756259	PPP4R3C	PPP4R3C	No-significant	0.7649319304710023	0.0789129091157497	0.0	0.0
OFD1	4.1010657724213095e-06	0.4130499060512457	0.0010257463550574	OFD1	OFD1	X	0.5033838699782672	0.033127742138217287	0.017142857142857144	0.006493506493506494
SUV39H1	4.225200310252943e-06	0.0004046685471985	0.0010456703630984	SUV39H1		No-significant				
RBM41	4.647484849588158e-06	0.2023095703308004	0.0011381980864444	RBM41	RBM41	X	0.010436096200075127	-0.11835132405941426	0.011494252873563218	0.0
amplicon-chrX-FAM47C	5.004006463433213e-06	0.293692259062264	0.0012128783088843	mc/ampl_FAM47C	mc/ampl_FAM47C	No-significant	0.39379191237406636	0.04895960356865434	0.0	0.0
LOC106995168	6.042886454070277e-06	0.2370104223315559	0.0014368358081037	LOC106995168	LOC106995168	X	0.7231433725733719	0.016176759495669414	0.022988505747126436	0.006493506493506494
LOC114674873	6.05022096049826e-06	0.0006847607943567	0.0014368358081037	LOC114674873		No-significant				
RPS4Y2	6.115067501237647e-06	-0.0140800130929969	0.0014377135202159	RPS4Y2		No-significant				
MAOA	6.19851532794166e-06	0.0428540848746116	0.0014429038997548	MAOA		No-significant				
LOC106995400	7.101699033863106e-06	-0.0513398600287562	0.0016369416273054	LOC106995400		No-significant				
LOC106998726	1.02442229750892e-05	-6.659397404817968e-05	0.0023383682171584	LOC106998726		No-significant				
UBA1	1.3802979167025343e-05	0.0002534045931043	0.0031204023384224	UBA1		No-significant				
amplicon-chrX-LOC114674735	1.6516593826741444e-05	0.0032680140953933	0.0036983013091477	mc/ampl_LOC114674735		No-significant				
DYNLT3	1.829725574245109e-05	0.0052777625555898	0.0040583658467996	DYNLT3		No-significant				
SYAP1	2.067976181039777e-05	0.0289645787324353	0.0045439428030304	SYAP1		No-significant				
ZFAND3	2.216917932787695e-05	-0.0029241450522282	0.0048261071775714	ZFAND3		No-significant				
LOC100424340	2.306379677648724e-05	0.5273420376815943	0.0049747974863485	LOC100424340	LOC100424340	X	0.5834018714281222	0.07564243021772127	0.011494252873563218	0.0
amplicon-chrX-LOC114674839	2.496651237435783e-05	8.962699176188239e-05	0.0053362515675775	mc/ampl_LOC114674839		No-significant				
USO1	2.536631661326132e-05	0.0378810737933225	0.0053728600891386	USO1		No-significant				
MTM1	2.5878816643562173e-05	0.0207863546624817	0.005432471947382	MTM1		No-significant				
USP9Y	2.688171775710116e-05	-0.1990268037519877	0.0055930625326301	USP9Y	USP9Y	Y	-0.08181528101918771	0.0504016662386897	0.005747126436781609	0.012987012987012988
LOC106995304	2.7885212779707622e-05	0.0209352561057594	0.0057509582251202	LOC106995304		No-significant				
AKAP4	2.9962470778170308e-05	0.0032276461654596	0.0061256317431788	AKAP4		No-significant				
USP51	3.2686100314579185e-05	0.2520274169017176	0.0066248526249661	USP51	USP51	No-significant	0.17757452401663243	-0.00042188045762225754	0.0	0.0
COL4A6	4.36428597409402e-05	0.0379060497311784	0.0087699767125576	COL4A6		No-significant				
CDC42SE1	4.4886881189881903e-05	-6.798943258737547e-05	0.0089435208784348	CDC42SE1		No-significant				
GLI2	4.5445478535916645e-05	0.0490284474293882	0.0089787281164532	GLI2		No-significant				
LOC704674	4.995967461867681e-05	-3.7341544185713886e-05	0.0097883492496642	LOC704674		No-significant				
TAF9B	5.715048377492934e-05	0.1625224296878311	0.0111046696201021	TAF9B		No-significant				
SLC25A14	5.775929482968574e-05	0.0936851564249515	0.011130973612629	SLC25A14		No-significant				
CYorf15A	5.866301958585057e-05	-0.0298626269221017	0.0112132215730319	CYorf15A		No-significant				
CCDC168	6.175727409443702e-05	-1.286706396466164e-05	0.011709477993825	CCDC168		No-significant				
CPXCR1	7.872788504841191e-05	0.0289811373897021	0.0148077704429857	CPXCR1		No-significant				
TEX11	8.046402717512639e-05	0.146705689366516	0.0150142043088444	TEX11		No-significant				
LOC106997710	9.073128546866616e-05	-6.613347751584618e-06	0.0167967185248331	LOC106997710		No-significant				
LOC693843	0.0001083377782274	-0.0088380332377031	0.0198994492492677	LOC693843		No-significant				
IL4R	0.000145603408645	-6.794976717217036e-05	0.0265370677570003	IL4R		No-significant				
ZCCHC13	0.0001472578056573	0.0114120526106506	0.0266321405293086	ZCCHC13		No-significant				
LOC114669870	0.0001568813198275	0.1992416603245485	0.0281560054234011	LOC114669870		No-significant				
LOC106992332	0.0001648973048761	0.0236516497692968	0.0293704585980562	LOC106992332		No-significant				
RNF150	0.0001757989392709	0.1124622805244097	0.0310767583548799	RNF150		No-significant				
LOC100430073	0.0001782870489849	-8.374282536174416e-07	0.0312813940946603	LOC100430073		No-significant				
LOC106995161	0.0001833987871048	0.0003247776149063	0.0319399176564523	LOC106995161		No-significant				
CP	0.0001897492084341	0.03585346671958	0.0328028944080542	CP		No-significant				
TENT5D	0.0001952572873872	0.0593105715334733	0.033268806474386	TENT5D		No-significant				
amplicon-chrX-LOC106992463	0.0001952743521528	0.0013188266112306	0.033268806474386	mc/ampl_LOC106992463		No-significant				
CAP1	0.0001967552700142	0.000349853087942	0.0332799507432002	CAP1		No-significant				
HDAC6	0.0002123738141623	0.0043650198300045	0.035665148176929	HDAC6		No-significant				
CXHXorf66	0.0002326118230547	0.004102544960318	0.0387867841974406	CXHXorf66		No-significant				
CXHXorf58	0.0002565073502507	0.1408247592524754	0.0424700303644122	CXHXorf58		No-significant				
SUCLG2	0.0002612762134117	-0.0035217164529175	0.042957098276387	SUCLG2		No-significant				
EIF1AY	0.0002632079910565	-0.0348367138759871	0.0429573442662504	EIF1AY		No-significant				
AKT2	0.0002649319432863	-4.197740778690485e-06	0.0429573442662504	AKT2		No-significant				
SCRT2	0.0002678095557264	-1.3312395619464091e-05	0.0431265100320843	SCRT2		No-significant				
DPP10	0.0002703008977779	0.1330754193867235	0.043172762989883	DPP10		No-significant				
LOC107000960	0.0002724916636758	0.013078306919694	0.043172762989883	LOC107000960		No-significant				
LOC106994171	0.0002736056180295	0.0216635392525429	0.043172762989883	LOC106994171		No-significant				
FAM133A	0.000287710505816	0.4531214444471095	0.0450957446816146	FAM133A		No-significant				
RAD54L2	0.0002933851057897	-0.0418581970883871	0.0456806438557852	RAD54L2		No-significant				
RPS4Y1	0.0003044748386579	-0.053935309245103	0.0470954469189925	RPS4Y1		No-significant				
GNB5	0.0003093888926209	0.0183762717680797	0.0475427598327459	GNB5		No-significant				
SCP2D1	0.0003127308943752	-2.0682574806548706e-05	0.0477442601146482	SCP2D1		No-significant				
STXBP5L	0.0003456171476701	0.1288044212053956	0.0524245468314417	STXBP5L		No-significant				
HYAL2	0.0003487986063614	8.748710914879628e-05	0.0525679745779713	HYAL2		No-significant				
RAD9B	0.0003832354850135	0.0269266024108705	0.0573901241283687	RAD9B		No-significant				
CFAP97D1	0.0003909147846095	-0.005204698410624	0.0581696044364214	CFAP97D1		No-significant				
LOC106995327	0.0004096050778424	0.0008474579490399	0.0603707531211549	LOC106995327		No-significant				
LOC106995252	0.0004108426055627	0.2540028187275657	0.0603707531211549	LOC106995252		No-significant				
SLITRK4	0.0004310294852364	0.0020999403040546	0.0629436908533765	SLITRK4		No-significant				
LOC114673965	0.00045243522455	-0.0001517981771676	0.0654131061054402	LOC114673965		No-significant				
LUZP2	0.0004535041595502	-0.0007966602665583	0.0654131061054402	LUZP2		No-significant				
LOC106997133	0.0004606048202332	0.0524634687123217	0.0660321946859959	LOC106997133		No-significant				
FTHL17	0.000509428239826	0.2794161200203884	0.0725888930094021	FTHL17		No-significant				
amplicon-chrY-LOC106995382	0.0005256325635742	-0.0311729464231335	0.0744466698927431	mc/ampl_LOC106995382		No-significant				
LOC106995160	0.0005298890765068	0.000412226482368	0.0746001322021114	LOC106995160		No-significant				
TMCO5A	0.0005413211841408	0.0361180302127947	0.075755966430566	TMCO5A		No-significant				
ANKS1B	0.0005586115815354	-0.0016214895203883	0.0777131177128926	ANKS1B		No-significant				
ZGRF1	0.0005692451592093	-0.0176269474349023	0.0787266055186477	ZGRF1		No-significant				
LOC114671458	0.0006051655819161	0.005718707631695	0.0832049590434539	LOC114671458		No-significant				
PLEKHA7	0.0006239991036005	0.1159848025988994	0.0848890365203561	PLEKHA7		No-significant				
CHM	0.0006246354182306	0.0630957100679857	0.0848890365203561	CHM		No-significant				
TEX51	0.0006405341672249	-0.0063261593722538	0.086549418423131	TEX51		No-significant				
LOC698694	0.000697505855078	-0.0001878591022815	0.0937089151927952	LOC698694		No-significant				
CEBPZOS	0.0007029677499653	0.0102483837433315	0.0939061066445223	CEBPZOS		No-significant				
LOC106997664	0.0007238131659127	0.0421003921136393	0.0961444708687788	LOC106997664		No-significant				
STK26	0.0007411522051671	0.0059130347799445	0.0978945477285648	STK26		No-significant				
COL11A2	0.0007596256123824	-1.1244025921963404e-05	0.0997740657694118	COL11A2		No-significant				
DCAF12	0.0007828433860798	-0.001597704397382	0.1007351831392433	DCAF12		No-significant				
LOC114670401	0.0007851908111506	-0.0001723275545145	0.1007351831392433	LOC114670401		No-significant				
amplicon-chrX-LOC106995678	0.0007874565310739	0.4184502047850312	0.1007351831392433	mc/ampl_LOC106995678		No-significant				
LOC106994421	0.000794013366688	-3.016694171478168e-07	0.1007351831392433	LOC106994421		No-significant				
GUCY2F	0.0007974060155194	0.0274730358062501	0.1007351831392433	GUCY2F		No-significant				
ECHDC2	0.000800259865431	0.0582534711366257	0.1007351831392433	ECHDC2		No-significant				
DOCK3	0.0008005346654297	-0.0195443274564929	0.1007351831392433	DOCK3		No-significant				
ETV5	0.0008012198225102	0.1529759711194648	0.1007351831392433	ETV5		No-significant				
LOC114670458	0.0008275045614477	-2.2610114678435718e-06	0.1034864880010517	LOC114670458		No-significant				
SCML1	0.0008532969755348	0.2314839029422634	0.1061474348772444	SCML1		No-significant				
MSL3	0.0009438639724216	0.4629845274189481	0.1167957150295005	MSL3		No-significant				
ADIG	0.0009822159805269	-0.0003592117870626	0.1207309992382516	ADIG		No-significant				
amplicon-chrX-DCAF12L1/2	0.0009859364490555	0.1884651792297094	0.1207309992382516	mc/ampl_DCAF12L1/2		No-significant				
TRIM46	0.0009931209061366	-9.060720148396694e-05	0.1209806509024842	TRIM46		No-significant				
LOC718794	0.001039889553765	-0.0013076949405146	0.1260249654565421	LOC718794		No-significant				
LOC114670372	0.0011208418961188	-3.204823745539954e-05	0.1340578173928365	LOC114670372		No-significant				
LRGUK	0.0011261059571436	-0.1009459127920193	0.1340578173928365	LRGUK		No-significant				
amplicon-chrX-LOC106992305	0.0011275525390045	0.2118036505637746	0.1340578173928365	mc/ampl_LOC106992305		No-significant				
ITGB1BP2	0.0011329248598503	0.0103559757095396	0.1340578173928365	ITGB1BP2		No-significant				
BCLAF3	0.0011396637650502	0.0627991513574779	0.1340578173928365	BCLAF3		No-significant				
PDE3A	0.0011403837981611	0.0033420011424947	0.1340578173928365	PDE3A		No-significant				
ADAM11	0.0011552458069954	-0.0004063748088782	0.1351292744689998	ADAM11		No-significant				
LOC114678169	0.0012128842743207	0.0036267251200192	0.1411689216512676	LOC114678169		No-significant				
CCDC188	0.0012383560392321	0.0031413302688937	0.1434235903368856	CCDC188		No-significant				
LOC106998292	0.001293566246581	0.0020825303272475	0.14867799638115	LOC106998292		No-significant				
amplicon-chrX-PAGE2B	0.0012963714541336	0.0688695986020911	0.14867799638115	mc/ampl_PAGE2B		No-significant				
LOC704495	0.0013067862884189	-1.0733771320287286e-06	0.1491449146942618	LOC704495		No-significant				
amplicon-chrX-MAGED2	0.0013324449733414	0.0933516427121299	0.1513387138561902	mc/ampl_MAGED2		No-significant				
TNP2	0.0014498854752448	-0.0005355487578829	0.1632656957367899	TNP2		No-significant				
GEMIN8	0.00145468735545	0.102522979014972	0.1632656957367899	GEMIN8		No-significant				
LOC106993834	0.0014622282481543	0.0215674277858542	0.1632656957367899	LOC106993834		No-significant				
LOC114677527	0.0014652316703016	-0.0397429422113808	0.1632656957367899	LOC114677527		No-significant				
STAT6	0.0014756913412449	-0.0001055386561316	0.1636555619057099	STAT6		No-significant				
LOC106997149	0.001531332725165	-0.1917200087027782	0.1690289375650444	LOC106997149		No-significant				
PGC	0.00154124114045	-0.1028793485154596	0.1693276656687858	PGC		No-significant				
LOC106998030	0.0015517695790097	-1.849129632414824e-05	0.1696914166144087	LOC106998030		No-significant				
CFAP43	0.0015813436929782	-0.0628369536932074	0.172124868359308	CFAP43		No-significant				
FAM170B	0.0016073635471888	-6.427882634241828e-05	0.1741508034928915	FAM170B		No-significant				
UNC5A	0.001624742829048	0.0580870575411693	0.1744677969312892	UNC5A		No-significant				
FGF14	0.0016251306846987	-0.0069902172220068	0.1744677969312892	FGF14		No-significant				
LOC114679518	0.0016418935001672	0.0068734521782977	0.1754661731019694	LOC114679518		No-significant				
ZRSR2	0.0016606401617491	0.0182523562525359	0.176201513241526	ZRSR2		No-significant				
LOC700050	0.0016660585097507	0.1816457455596972	0.176201513241526	LOC700050		No-significant				
LOC114670761	0.0016712576008192	0.0620087316522376	0.176201513241526	LOC114670761		No-significant				
NEXMIF	0.0016813080366699	0.0191255448365419	0.1764697912952965	NEXMIF		No-significant				
CTNS	0.0017644137566205	-5.215808296417679e-05	0.1829814531047019	CTNS		No-significant				
LOC106993743	0.0017650408721306	-1.5250321893947868e-06	0.1829814531047019	LOC106993743		No-significant				
RLIM	0.0017666960084542	0.0681255041474643	0.1829814531047019	RLIM		No-significant				
LOC106994557	0.0018119803863181	-0.0013502472322111	0.1868485564154638	LOC106994557		No-significant				
RASSF8	0.0018569398319372	-0.0024456139376107	0.1905759091709443	RASSF8		No-significant				
LOC106993744	0.0018643383569102	0.0107005469455916	0.1905759091709443	LOC106993744		No-significant				
ARHGEF10	0.0019277118620191	0.0338591459671909	0.1962010112031746	ARHGEF10		No-significant				
ETDB	0.001965631007959	0.0028967396910135	0.1991980630522657	ETDB		No-significant				
TAX1BP3	0.0021218855481058	-0.0002264048857315	0.2132408415215864	TAX1BP3		No-significant				
LOC114672815	0.002130255157528	0.0248508313815559	0.2132408415215864	LOC114672815		No-significant				
STRIP2	0.0021315112807854	-0.0002818741017964	0.2132408415215864	STRIP2		No-significant				
KCNT1	0.0021442765984324	0.0007311976215045	0.2132408415215864	KCNT1		No-significant				
ZC3H12D	0.0021529502512409	-0.00670840056886	0.2132408415215864	ZC3H12D		No-significant				
