primerid	Pr(>Chisq)	coef	FDR	gene_name	signif	diff_exp	prop_exp_X	prop_exp_Y	prop_exp_raw_X	prop_exp_raw_Y
amplicon-chrX-SPANX	9.359574567359396e-101	0.1881434479840726	8.732829722256218e-98	mc/ampl_SPANX	mc/ampl_SPANX	X	1.6848133871941497	0.4674200910951439	0.36257309941520466	0.19230769230769232
LOC107971290	1.9598708324102224e-95	-0.3155153416009443	1.7633237860742256e-92	LOC107971290	LOC107971290	Y	0.04823486521081549	0.5803046554401446	0.0	0.00641025641025641
TSPAN6	2.9435680343976856e-92	0.2767249865761456	2.5570471007774653e-89	TSPAN6	TSPAN6	X	0.9754848914536929	0.02184560672682436	0.10588235294117647	0.019230769230769232
amplicon-chrX-LOC465705	4.592531899037e-89	0.3940534229071185	3.8565021200180034e-86	mc/ampl_LOC465705	mc/ampl_LOC465705	X	1.1460558499685238	0.4425893664904799	0.21637426900584794	0.11464968152866242
LOC107971224	1.068996314524894e-88	0.0562178530988739	8.687146824358428e-86	LOC107971224		No-significant				
amplicon-chrX-CXHXorf40A/B/HSFX3	7.420955907380697e-87	0.2531962110438557	5.842147538085454e-84	mc/ampl_CXHXorf40A/B/HSFX3	mc/ampl_CXHXorf40A/B/HSFX3	X	0.7932799940300473	0.09786461343325237	0.029411764705882353	0.006369426751592357
HSFX3	9.223098072197257e-87	0.2705305875211527	7.04085717075131e-84	HSFX3	HSFX3	X	0.7975998337870571	0.07876390983182731	0.023391812865497075	0.006369426751592357
LOC473574	5.19274001982229e-85	0.1066526456587013	3.847514899393033e-82	LOC473574	LOC473574	X	1.0291686352844287	0.14455892075490973	0.07647058823529412	0.01282051282051282
PHF8	1.2226098284569695e-84	0.329817329041653	8.799996228139422e-82	PHF8	PHF8	X	0.39291588522931226	-0.11318562027805981	0.06432748538011696	0.01910828025477707
CDKL5	3.440203818803958e-81	0.4834291070673608	2.4073781834252593e-78	CDKL5	CDKL5	X	0.40596119966318656	-0.14830186518172186	0.1111111111111111	0.03821656050955414
LOC107971287	8.29244625961329e-79	-0.355003799589338	5.646035301950757e-76	LOC107971287	LOC107971287	Y	-0.008333938435454396	0.7184176105305761	0.0	0.00641025641025641
amplicon-chrX-LOC107966365	4.478141172574769e-78	0.0634091641120939	2.9687719057764113e-75	mc/ampl_LOC107966365		No-significant				
RBM41	2.635101368010595e-75	0.7277200720524474	1.7021403503313565e-72	RBM41	RBM41	X	0.5024883377901246	-0.12235690017002791	0.06470588235294118	0.00641025641025641
MTCP1	6.107854746072365e-75	0.1651159402951052	3.752904311294024e-72	MTCP1	MTCP1	X	0.21272080515797323	-0.13348808754496538	0.01764705882352941	0.00641025641025641
CMC4	6.107854746072365e-75	0.1651159402951052	3.752904311294024e-72	CMC4	CMC4	X	0.21272080515797323	-0.13348808754496538	0.01764705882352941	0.00641025641025641
LOC112206524	1.199789168163382e-73	-0.2252007070191571	7.196449696279029e-71	LOC112206524	LOC112206524	No-significant	-0.005035087115754035	0.6311340081042277	0.0	0.0
OCRL	3.891623175884397e-73	0.2739921692027794	2.279948163880924e-70	OCRL	OCRL	X	0.3092741157281653	-0.10602582137892207	0.029411764705882353	0.01282051282051282
LOC743463	3.057720308797486e-72	0.1397279562993349	1.7506838640733242e-69	LOC743463	LOC743463	X	0.7779187782685406	0.050685369470768966	0.03529411764705882	0.00641025641025641
LOC107971292	2.9655615082843487e-71	-0.462214609678123	1.6601872337044287e-68	LOC107971292	LOC107971292	Y	-0.020056015147844913	0.6341745177957582	0.0	0.012738853503184714
HDX	1.601874755892923e-69	0.7367426811219673	8.772701924011853e-67	HDX	HDX	X	1.165938308187151	-0.03513062018446692	0.06432748538011696	0.00641025641025641
MTM1	3.0260574703703003e-68	0.2947770446276743	1.621966804118481e-65	MTM1	MTM1	X	0.3968599183626935	-0.13546203892852654	0.03529411764705882	0.00641025641025641
LOC100608700	6.6460310026241754e-68	-0.5399799830665839	3.488058604543922e-65	LOC100608700	LOC100608700	Y	-0.07532892944807106	0.6606346401488744	0.0	0.01282051282051282
SYTL5	1.1659361950750943e-67	0.0595917788109033	5.994339719659546e-65	SYTL5		No-significant				
LOC107971314	6.604666234561315e-67	-0.1068307069812844	3.327695035621373e-64	LOC107971314	LOC107971314	Y	-0.04290488541101956	0.5200929881906902	0.0	0.00641025641025641
NUP62CL	1.3548578515251188e-66	0.8559025189448646	6.692466469729567e-64	NUP62CL	NUP62CL	X	0.5376961187612469	-0.2172858321138146	0.07017543859649122	0.006369426751592357
LOC107971315	1.1880746641773604e-65	-0.0608919838884842	5.755764796145396e-63	LOC107971315		No-significant				
MAP7D3	2.0459183201372334e-65	0.5766922903435929	9.724674400169281e-63	MAP7D3	MAP7D3	X	0.6405468134546375	-0.0811980964172624	0.10588235294117647	0.03184713375796178
LOC107971294	6.724228436385132e-64	-0.2767837453744734	3.1369770883224865e-61	LOC107971294	LOC107971294	Y	-0.0156498807640254	0.6197120462237304	0.0	0.006369426751592357
PHKA2	8.789292746700867e-64	0.4705785822349913	4.0258156886343316e-61	PHKA2	PHKA2	X	0.443676397024266	-0.11688056938481893	0.03529411764705882	0.00641025641025641
amplicon-chrX-TCP11X2	2.516758938653672e-63	0.4721044859138589	1.132181985402916e-60	mc/ampl_TCP11X2	mc/ampl_TCP11X2	X	0.7137000058098726	-0.029761089305880256	0.029411764705882353	0.006369426751592357
MSL3	5.684725593462578e-63	0.1778176057757769	2.5124492482545484e-60	MSL3	MSL3	X	0.6670943484373113	0.15261722265653493	0.06470588235294118	0.019230769230769232
LOC112209242	6.224024279830495e-63	-0.2841151452369269	2.7033727527153425e-60	LOC112209242	LOC112209242	Y	-0.013278264839842055	0.6348804692140354	0.0	0.00641025641025641
LOC112206531	3.6214053663551718e-62	-0.0435101288597562	1.546278711681686e-59	LOC112206531		No-significant				
LOC104005549	2.5806276018687418e-61	-0.3028714866370203	1.0835195091046225e-58	LOC104005549	LOC104005549	Y	-0.0446598538597283	0.5999119577350105	0.0	0.006369426751592357
LOC112209252	3.093320563205211e-59	-0.3584594786713329	1.2774906824305849e-56	LOC112209252	LOC112209252	Y	-0.048116445750461354	0.5560336692392471	0.0	0.00641025641025641
HUWE1	1.388920928288815e-58	0.3240601455402955	5.643499358943843e-56	HUWE1	HUWE1	X	0.2029619711037811	-0.26162197258013853	0.058823529411764705	0.01282051282051282
HYPM	4.645456157642239e-58	0.0476661197429159	1.8575925638622738e-55	HYPM		No-significant				
AFF2	6.726786556404934e-57	0.2352030027426533	2.6478313582648916e-54	AFF2	AFF2	X	0.4013730756075604	-0.18125800106295145	0.058823529411764705	0.012738853503184714
amplicon-chrY-LOC742075	1.0847054511101549e-56	-0.4874615000533397	4.203984572979541e-54	mc/ampl_LOC742075	mc/ampl_LOC742075	Y	0.018341783602131123	1.0073644686917511	0.0058823529411764705	0.03184713375796178
FAM122C	5.2093156853002905e-56	0.3358523445104922	1.9883800112740136e-53	FAM122C	FAM122C	X	0.43320894952987005	-0.05685754879492786	0.052941176470588235	0.01282051282051282
ATP11C	8.244968097567621e-56	0.6216477327029329	3.1001080046854252e-53	ATP11C	ATP11C	X	0.24558222661880882	-0.20768860450462157	0.05847953216374269	0.00641025641025641
BRCC3	3.7226060555312804e-55	0.155246321839322	1.379116055160942e-52	BRCC3	BRCC3	X	0.7197605613471455	0.10966735392108297	0.023529411764705882	0.01282051282051282
CA5B	6.159385254125981e-54	0.50784129862109	2.2488004829266916e-51	CA5B	CA5B	X	0.37669438189800647	-0.015420957202192045	0.04093567251461988	0.01910828025477707
LOC104005509	1.3201004927155717e-52	-0.1710641783619546	4.750853087498668e-50	LOC104005509	LOC104005509	No-significant	-0.04489415222761443	0.4276369454682067	0.0	0.0
ZMAT1	2.6527224168368488e-51	0.5941652269384334	9.412307482387872e-49	ZMAT1	ZMAT1	X	0.5002363563168953	-0.10412564248491046	0.041176470588235294	0.00641025641025641
LOC107971295	3.3687597982724144e-51	-0.1489232183980806	1.1786916227510928e-48	LOC107971295	LOC107971295	No-significant	-0.039689693786789444	0.3023635327617023	0.0	0.0
CUL4B	4.581133920848695e-51	0.2239562350620217	1.580930489507128e-48	CUL4B	CUL4B	No-significant	0.34328526947482246	0.013056438027551066	0.029411764705882353	0.01910828025477707
LOC112208073	4.398988963364711e-50	-0.3396484333308898	1.4975585130416732e-47	LOC112208073	LOC112208073	Y	0.04667611228566402	0.9521977271687055	0.0058823529411764705	0.012738853503184714
LOC112208158	1.929128242643711e-49	-0.2375809440930391	6.479813158490714e-47	LOC112208158	LOC112208158	Y	-0.03592450415636998	0.39232929369123315	0.0	0.00641025641025641
PCYT1B	3.4058716628775404e-48	0.3543407822252131	1.12895682804225e-45	PCYT1B	PCYT1B	X	0.5596649272909006	0.059471768286456665	0.029239766081871343	0.00641025641025641
LOC735423	3.7271707865454506e-48	0.3534418667410289	1.2194141098006885e-45	LOC735423	LOC735423	X	0.4117607886607494	-0.07933682587212641	0.029239766081871343	0.00641025641025641
LOC107972682	6.555832919153822e-48	0.0742071832436579	2.1173659346067065e-45	LOC107972682		No-significant				
SPANXN3	9.981489921160743e-48	0.0723359030524019	3.1829581530871073e-45	SPANXN3		No-significant				
IGBP1	2.238382201661392e-47	0.3298043766998071	7.048665553031722e-45	IGBP1	IGBP1	X	0.33648437998459807	-0.04276935737248872	0.029239766081871343	0.0
ZFY	2.911910101463012e-47	-0.0647506004283516	9.056399910624222e-45	ZFY		No-significant				
amplicon-chrX-LOC112206877	2.9533629995270103e-47	0.4974721809438269	9.073307400498104e-45	mc/ampl_LOC112206877	mc/ampl_LOC112206877	X	2.061335882781053	0.14652730802324412	0.21052631578947367	0.019230769230769232
LOC104005498	6.035602747663863e-47	-0.2167722919050279	1.831914511074073e-44	LOC104005498	LOC104005498	No-significant	-0.007119455916937066	0.35226619428697065	0.0	0.0
TAF7L	1.2563040028671287e-46	0.2362160683595365	3.767715528598656e-44	TAF7L	TAF7L	X	0.43072291361295323	-0.12675934157505298	0.029411764705882353	0.00641025641025641
amplicon-chrX-LOC112206982	1.7014733637911136e-45	0.1179652582143497	5.0427667036030274e-43	mc/ampl_LOC112206982	mc/ampl_LOC112206982	X	1.623112188568257	0.5445683817335598	0.11764705882352941	0.0641025641025641
LOC107971253	1.995869681949378e-45	0.3656884002331151	5.846505700891713e-43	LOC107971253	LOC107971253	X	1.5463764973564464	0.11044987877690306	0.07602339181286549	0.00641025641025641
EIF1AY	7.910461081400349e-45	-0.3193249777272548	2.2905785696854896e-42	EIF1AY	EIF1AY	Y	0.05251925659882789	0.3242891242753617	0.005847953216374269	0.012738853503184714
MORF4L2	9.8954684640095e-44	0.5338447838939661	2.8328027448332644e-41	MORF4L2	MORF4L2	X	0.2878430916053649	-0.15663347432987548	0.023529411764705882	0.006369426751592357
LOC112204060	5.016906527539199e-43	-0.0622527637963591	1.4200663959749155e-40	LOC112204060		No-significant				
AKAP4	1.0372565819174568e-42	0.1514217094213168	2.903396423518285e-40	AKAP4	AKAP4	X	0.5240590932055672	0.2036131036952384	0.1	0.044585987261146494
TSC22D3	1.6772767351773108e-42	0.2641840214071909	4.643291814569979e-40	TSC22D3	TSC22D3	X	0.5185913097984038	-0.0003415902569096053	0.01764705882352941	0.006369426751592357
amplicon-chrX-MAGEA6/A12	2.8203858832520482e-42	0.4966322197704478	7.722952301183217e-40	mc/ampl_MAGEA6/A12	mc/ampl_MAGEA6/A12	X	0.5971315049822218	0.14926011309719459	0.029239766081871343	0.006369426751592357
CYLC1	5.3475907352889226e-42	0.1487899236057333	1.4485645785311673e-39	CYLC1	CYLC1	X	0.7778409602761732	0.11651988321795659	0.041176470588235294	0.012738853503184714
CBLL2	7.248542025391174e-42	0.1059047858014434	1.9426092628048345e-39	CBLL2	CBLL2	X	0.8520617311629929	0.048715701830410976	0.011764705882352941	0.0
DDX3X	3.9909084039542537e-41	0.1174380173084472	1.0583048896043743e-38	DDX3X	DDX3X	No-significant	0.35611440233155395	0.08682461848326085	0.04093567251461988	0.025477707006369428
IQSEC2	5.562311620930374e-41	0.0495474535609382	1.4596432745258127e-38	IQSEC2		No-significant				
amplicon-chrX-LOC112206890	6.054527209206677e-41	0.0222713021880367	1.5724293758178826e-38	mc/ampl_LOC112206890		No-significant				
LOC112208072	6.158982218459737e-40	-0.2313426463014269	1.5832355106881397e-37	LOC112208072	LOC112208072	No-significant	0.20966863635180563	0.42025667032769753	0.023529411764705882	0.025477707006369428
PRDX4	8.30896117027095e-40	0.1103544878109153	2.1143368666814725e-37	PRDX4	PRDX4	X	0.3311376446921174	0.050259687565978664	0.06470588235294118	0.03821656050955414
DUSP21	9.141599514825713e-40	0.0296099559490621	2.3029517497748933e-37	DUSP21		No-significant				
DDX53	4.529764040600953e-38	0.2039385859356494	1.1298397595130616e-35	DDX53	DDX53	X	0.5750371647871045	0.0683186114160388	0.011764705882352941	0.00641025641025641
LOC112208074	1.944213773575928e-37	-0.2371387746694889	4.801826802345567e-35	LOC112208074	LOC112208074	Y	0.0450356020622834	0.5489451532709099	0.0058823529411764705	0.01282051282051282
LOC473816	4.384421031054161e-37	0.0556712792383875	1.0723527632457903e-34	LOC473816		No-significant				
ATXN3L	4.550361405093826e-37	0.0470411723038018	1.1022375434338815e-34	ATXN3L		No-significant				
RIBC1	6.434733907130027e-37	0.0958809942798351	1.543845872270663e-34	RIBC1		No-significant				
amplicon-chrX-CT83	1.094643064167628e-36	0.0383025355015035	2.6015328370293284e-34	mc/ampl_CT83		No-significant				
LOC107971176	1.9952476192018648e-35	0.0815841698698073	4.697596076909662e-33	LOC107971176		No-significant				
CCDC160	2.2509367080675725e-35	0.0799048316784826	5.250518291633175e-33	CCDC160		No-significant				
BRWD3	6.529525927678991e-35	0.776530547907156	1.509099240092561e-32	BRWD3	BRWD3	X	0.24712644218052332	-0.2673721174688321	0.07017543859649122	0.00641025641025641
LOC465512	2.069238714717021e-34	0.1733392290736665	4.738932881922836e-32	LOC465512	LOC465512	X	0.1868648245400849	-0.039089983533299545	0.01764705882352941	0.006369426751592357
LOC741617	2.762210456093054e-34	0.0509265338452659	6.268973496387048e-32	LOC741617		No-significant				
ZCCHC13	4.318708708036566e-34	0.0775648929323992	9.714009801147961e-32	ZCCHC13		No-significant				
LOC107971193	8.253327261812872e-34	0.250594971817297	1.839980711323804e-31	LOC107971193	LOC107971193	X	0.7300423699970231	0.04150656312203956	0.023391812865497075	0.0
TEX11	9.494814241022782e-34	0.6642366036793321	2.098187371577596e-31	TEX11	TEX11	X	0.1563193664211327	-0.3420421713773788	0.07602339181286549	0.025477707006369428
SCML1	1.0897375750326829e-33	0.5355242173076767	2.387188607845509e-31	SCML1	SCML1	X	0.21551153124075353	-0.3164517012790686	0.07058823529411765	0.01282051282051282
LOC104003926	9.402017192617303e-33	0.4906267596665783	2.0418587682449583e-30	LOC104003926	LOC104003926	X	0.7668177738153197	-0.06030896820483205	0.041176470588235294	0.0
MAOA	2.7430526742633717e-32	0.5420919513270595	5.9062378606874244e-30	MAOA	MAOA	X	0.7296197982736571	0.08725928736595294	0.029411764705882353	0.00641025641025641
LOC107971050	4.3016473291664636e-32	0.0053626711196784	9.183652501386572e-30	LOC107971050		No-significant				
LOC104005499	5.821136560271269e-32	-0.4641712398777881	1.2323199346752419e-29	LOC104005499	LOC104005499	Y	-0.03097635612682618	0.30936537382939905	0.0	0.006369426751592357
EMD	9.711177801103412e-32	0.0538745435834916	2.0386999263783097e-29	EMD		No-significant				
EDA	1.941058336990252e-31	0.301384358097142	4.041251374004829e-29	EDA	EDA	X	0.18311431802646236	-0.19370177239673533	0.07602339181286549	0.01282051282051282
LOC104005654	9.100986104103846e-31	-0.3118875095961959	1.8640003409315779e-28	LOC104005654	LOC104005654	No-significant	-0.03660867371726159	0.21394766494403156	0.0	0.0
LOC104005649	9.100986104103846e-31	-0.3118875095961959	1.8640003409315779e-28	LOC104005649	LOC104005649	No-significant	-0.03696256812428993	0.21138598739943767	0.0	0.0
LOC107972547	1.642392232041841e-30	-0.4635173015736974	3.310011608767844e-28	LOC107972547	LOC107972547	Y	-0.03027043120633401	0.3140850631350135	0.0	0.006369426751592357
LOC104005625	1.642392232041841e-30	-0.4635173015736974	3.310011608767844e-28	LOC104005625	LOC104005625	Y	-0.030166985133319234	0.3148074893652159	0.0	0.006369426751592357
LOC112207729	3.8725107759370094e-30	0.3066521272924077	7.742562814873423e-28	LOC112207729	LOC112207729	X	0.3901135994421771	0.10104422115161964	0.07647058823529412	0.038461538461538464
LOC107971298	5.2198082065761195e-30	-0.0093266634512941	1.0273235026567626e-27	LOC107971298		No-significant				
LOC107972833	5.2198082065761195e-30	-0.0093266634512941	1.0273235026567626e-27	LOC107972833		No-significant				
CXHXorf58	1.4041471312775574e-29	0.5167466669342844	2.7421143047398624e-27	CXHXorf58	CXHXorf58	X	0.7056964674397047	-0.09062115771369747	0.029239766081871343	0.006369426751592357
GATA1	4.4615196399754285e-29	0.0200533153237062	8.645738674635462e-27	GATA1		No-significant				
ALG13	1.8656867297889703e-28	0.1398989614185422	3.587815274568225e-26	ALG13	ALG13	X	-0.05721382113644023	-0.21505985047242895	0.01764705882352941	0.006369426751592357
EIF1AX	2.5765658109173673e-28	0.046655732081374	4.917336811259872e-26	EIF1AX		No-significant				
SYAP1	5.259884436584151e-28	0.0819019200387645	9.962932986949468e-26	SYAP1		No-significant				
UBA1	1.5508113522106478e-27	0.0848010703112054	2.915525342156018e-25	UBA1		No-significant				
PRKY	5.782628012112088e-27	-0.0121549872637637	1.0790812213416867e-24	PRKY		No-significant				
SPANXN2	7.053363495454514e-27	0.0130468482560096	1.306531861599192e-24	SPANXN2		No-significant				
GK	2.153897668820451e-26	0.3991183535890265	3.9606562097025404e-24	GK	GK	X	0.8684809918971168	-0.019994453584212715	0.041176470588235294	0.00641025641025641
LOC112208159	6.700019942199852e-26	-1.024882430050132	1.2230934955354977e-23	LOC112208159	LOC112208159	No-significant	-0.03491812986104178	0.2792860354354292	0.0	0.0
MAGEB5	1.740098357387497e-25	0.0829765144197363	3.153709195633512e-23	MAGEB5		No-significant				
SLC25A14	3.0954516810281046e-25	0.2744431800518628	5.570044196318573e-23	SLC25A14	SLC25A14	X	0.38775573462215474	-0.024875390659405496	0.01764705882352941	0.0
CXHXorf40A	5.779018076549368e-25	0.1474894876058534	1.032517896343487e-22	CXHXorf40A	CXHXorf40A	X	0.40094045510810167	0.055698298192958476	0.017543859649122806	0.00641025641025641
LOC107971313	1.3526410848707887e-24	-0.1555112364370487	2.382918476228316e-22	LOC107971313	LOC107971313	No-significant	0.11568622238409615	0.6637929200140318	0.0	0.0
LOC112209237	1.3526410848707887e-24	-0.1555112364370487	2.382918476228316e-22	LOC112209237	LOC112209237	No-significant	0.11568622238409615	0.6637929200140318	0.0	0.0
TEX28	2.8999458897284936e-24	0.0794788015015737	5.073294225975015e-22	TEX28		No-significant				
MPC1L	3.124627350872881e-24	0.1865887549284337	5.428662911944112e-22	MPC1L	MPC1L	X	0.9123622830910676	0.09154500664272189	0.04678362573099415	0.006369426751592357
LOC104005508	3.3541674091747645e-24	-1.022838586059675	5.787546943282921e-22	LOC104005508	LOC104005508	No-significant	-0.03699818238932316	0.27729563604067	0.0	0.0
LOC112204126	3.702579829288571e-24	-0.0102343923959483	6.345264697920931e-22	LOC112204126		No-significant				
TNMD	1.0542234944084105e-23	0.0565426600340271	1.79445934264437e-21	TNMD		No-significant				
amplicon-chrX-LOC101057489	1.2522767623922089e-23	0.2787910161762287	2.1172722280660752e-21	mc/ampl_LOC101057489	mc/ampl_LOC101057489	No-significant	0.49292352640927056	0.1290648232329555	0.0058823529411764705	0.006369426751592357
LOC104004010	3.437246501912073e-23	0.0164741051810881	5.7727409250779284e-21	LOC104004010		No-significant				
CETN2	4.6128985478924303e-23	0.270789007382914	7.69590332572888e-21	CETN2	CETN2	X	0.4590644014315541	0.10566448201328633	0.03529411764705882	0.01282051282051282
LOC107972686	4.776701399635009e-23	0.0162680508464989	7.916754056552971e-21	LOC107972686		No-significant				
RBMX	8.344572750744604e-23	0.2907468437954905	1.3739639002402488e-20	RBMX	RBMX	X	0.09780049732926319	-0.13977211278884677	0.011764705882352941	0.00641025641025641
amplicon-chrX-DCAF12L1/2	1.5222431143556394e-22	0.0364237737436566	2.49015250239268e-20	mc/ampl_DCAF12L1/2		No-significant				
LOC107966345	1.5882021716745036e-22	0.7527878813766841	2.581289619924135e-20	LOC107966345	LOC107966345	X	0.047873210306679084	-0.20969493327839628	0.03529411764705882	0.00641025641025641
LAS1L	2.0356030943608648e-22	0.0700103415087767	3.287238022637109e-20	LAS1L		No-significant				
PAGE3	2.072139403780961e-22	0.010060027083867	3.324925850958596e-20	PAGE3		No-significant				
HMGB3	1.0405262178600342e-21	0.1325718660351786	1.659046612679113e-19	HMGB3	HMGB3	No-significant	0.757313483075251	0.5875283028972348	0.06432748538011696	0.0641025641025641
PIH1D3	5.974566883464263e-21	0.0670608029053029	9.466118800517716e-19	PIH1D3		No-significant				
SSR4	1.5683152096374062e-20	0.125429891465364	2.469312297574096e-18	SSR4	SSR4	No-significant	0.2220179665364072	0.12676668133145208	0.029411764705882353	0.025477707006369428
LOC740280	3.4933755938509583e-20	0.0095977441931309	5.466156395049277e-18	LOC740280		No-significant				
AKAP14	5.741496439156726e-20	0.0279711239127777	8.928381376249151e-18	AKAP14		No-significant				
LOC104003871	1.0510270245181665e-19	0.0239526517935322	1.6243848344577695e-17	LOC104003871		No-significant				
ARSH	1.2508164872371115e-19	0.1327971460220639	1.9213761552730068e-17	ARSH	ARSH	X	0.573153577157191	0.33599799581715134	0.06470588235294118	0.038461538461538464
IL1RAPL2	1.8418310120650095e-19	0.3413198224041912	2.8120852639964683e-17	IL1RAPL2	IL1RAPL2	No-significant	0.6284271622343269	0.006158121546540552	0.06470588235294118	0.044585987261146494
RP2	1.968577074554211e-19	0.468943218462211	2.987493594106608e-17	RP2	RP2	X	0.37990163544186284	-0.02710071096831424	0.011764705882352941	0.00641025641025641
CPXCR1	2.5845194531288883e-19	0.0672900245159487	3.898755333127123e-17	CPXCR1		No-significant				
amplicon-chrX-LOC107970947	3.887826099980248e-19	0.030567264239568	5.829887804208475e-17	mc/ampl_LOC107970947		No-significant				
BCLAF3	4.114061851118119e-19	0.3864386315709144	6.132629949903411e-17	BCLAF3	BCLAF3	X	0.4726988853885209	-0.0289454403765031	0.023391812865497075	0.00641025641025641
GPM6B	1.6158144478416638e-18	0.1016866160203908	2.3944469158839524e-16	GPM6B	GPM6B	X	0.13453330895149004	-0.11579099388151161	0.01764705882352941	0.0
FTSJ1	3.168497100816485e-18	0.0916961817820029	4.667881810746719e-16	FTSJ1		No-significant				
SMC1A	1.4730413969622852e-17	0.0265769797917058	2.157491794899645e-15	SMC1A		No-significant				
